Year,Continent ID,Continent,Country ID,Country,ISO 3,Trade Value,id,id_3char,name
2011,af,Africa,afzaf,South Africa,zaf,1568228301,afago,ago,Angola
2011,as,Asia,aschn,China,chn,21962190535,afago,ago,Angola
2011,as,Asia,asidn,Indonesia,idn,98148648.00400001,afago,ago,Angola
2011,as,Asia,asind,India,ind,5302584681,afago,ago,Angola
2011,as,Asia,asjpn,Japan,jpn,23439129.159,afago,ago,Angola
2011,eu,Europe,eudeu,Germany,deu,1033240559.8000001,afago,ago,Angola
2011,eu,Europe,euesp,Spain,esp,495913124.18999994,afago,ago,Angola
2011,eu,Europe,eufra,France,fra,1560504526.1,afago,ago,Angola
2011,eu,Europe,eugbr,United Kingdom,gbr,338345887.41999996,afago,ago,Angola
2011,eu,Europe,euita,Italy,ita,1839329090.2,afago,ago,Angola
2011,eu,Europe,eunld,Netherlands,nld,786015049.1600001,afago,ago,Angola
2011,eu,Europe,euprt,Portugal,prt,1458847984.0000002,afago,ago,Angola
2011,na,North America,nacan,Canada,can,2187001646.4,afago,ago,Angola
2011,na,North America,nausa,United States,usa,11638762120,afago,ago,Angola
2011,sa,South America,sabra,Brazil,bra,270088262.73,afago,ago,Angola
2011,sa,South America,saper,Peru,per,621184110.4699999,afago,ago,Angola
2011,af,Africa,afgha,Ghana,gha,67196849,afciv,civ,Cote d'Ivoire
2011,af,Africa,afnga,Nigeria,nga,2784.3659405000003,afciv,civ,Cote d'Ivoire
2011,as,Asia,asidn,Indonesia,idn,8547546,afciv,civ,Cote d'Ivoire
2011,as,Asia,asind,India,ind,75200563.239,afciv,civ,Cote d'Ivoire
2011,eu,Europe,euche,Switzerland,che,71546102.86,afciv,civ,Cote d'Ivoire
2011,eu,Europe,eudeu,Germany,deu,327100456.76,afciv,civ,Cote d'Ivoire
2011,eu,Europe,eugbr,United Kingdom,gbr,6529,afciv,civ,Cote d'Ivoire
2011,eu,Europe,eugrc,Greece,grc,70785464.691,afciv,civ,Cote d'Ivoire
2011,eu,Europe,euita,Italy,ita,72395279.00000001,afciv,civ,Cote d'Ivoire
2011,na,North America,nacan,Canada,can,453956159,afciv,civ,Cote d'Ivoire
2011,na,North America,nausa,United States,usa,185027740.15,afciv,civ,Cote d'Ivoire
2011,oc,Oceania,ocaus,Australia,aus,8298340.497699999,afciv,civ,Cote d'Ivoire
2011,as,Asia,aschn,China,chn,322692495.40999997,afcmr,cmr,Cameroon
2011,as,Asia,asind,India,ind,264084380.16,afcmr,cmr,Cameroon
2011,as,Asia,askor,South Korea,kor,30424202.43,afcmr,cmr,Cameroon
2011,eu,Europe,eudeu,Germany,deu,125202152.34000002,afcmr,cmr,Cameroon
2011,eu,Europe,euesp,Spain,esp,577849152.69,afcmr,cmr,Cameroon
2011,eu,Europe,eufra,France,fra,30593126.473,afcmr,cmr,Cameroon
2011,eu,Europe,eugrc,Greece,grc,7459,afcmr,cmr,Cameroon
2011,eu,Europe,euita,Italy,ita,283433660.63,afcmr,cmr,Cameroon
2011,eu,Europe,eunld,Netherlands,nld,75147158.902,afcmr,cmr,Cameroon
2011,eu,Europe,euprt,Portugal,prt,78986264.619,afcmr,cmr,Cameroon
2011,as,Asia,aschn,China,chn,268318508.76999995,afcod,cod,Democratic Republic of the Congo
2011,eu,Europe,euesp,Spain,esp,83753287.869,afcod,cod,Democratic Republic of the Congo
2011,eu,Europe,eunld,Netherlands,nld,87335688.99900001,afcod,cod,Democratic Republic of the Congo
2011,na,North America,nausa,United States,usa,488276557.33000004,afcod,cod,Democratic Republic of the Congo
2011,sa,South America,sabra,Brazil,bra,80425738.888,afcod,cod,Democratic Republic of the Congo
2011,as,Asia,aschn,China,chn,3854728801.8999996,afcog,cog,Republic of the Congo
2011,as,Asia,asind,India,ind,46138621.366,afcog,cog,Republic of the Congo
2011,as,Asia,asmys,Malaysia,mys,103891052.6,afcog,cog,Republic of the Congo
2011,eu,Europe,eudeu,Germany,deu,166721146.67000002,afcog,cog,Republic of the Congo
2011,eu,Europe,euesp,Spain,esp,451544082.34,afcog,cog,Republic of the Congo
2011,eu,Europe,eufra,France,fra,619861031.97,afcog,cog,Republic of the Congo
2011,eu,Europe,euita,Italy,ita,399581568.98,afcog,cog,Republic of the Congo
2011,eu,Europe,eunld,Netherlands,nld,174690669.75,afcog,cog,Republic of the Congo
2011,na,North America,nausa,United States,usa,1860171967.1,afcog,cog,Republic of the Congo
2011,oc,Oceania,ocaus,Australia,aus,622818348.26,afcog,cog,Republic of the Congo
2011,af,Africa,aflbr,Liberia,lbr,25886279,afdza,dza,Algeria
