Year,Continent ID,Continent,Country ID,Country,ISO 3,Trade Value,id,id_3char,name
2010,af,Africa,afzaf,South Africa,zaf,1965173850,afago,ago,Angola
2010,as,Asia,aschn,China,chn,20273324933,afago,ago,Angola
2010,as,Asia,asind,India,ind,4328709362.8,afago,ago,Angola
2010,as,Asia,asjpn,Japan,jpn,71624288.421,afago,ago,Angola
2010,as,Asia,askor,South Korea,kor,2449467.6123,afago,ago,Angola
2010,as,Asia,assgp,Singapore,sgp,2432.1421891,afago,ago,Angola
2010,as,Asia,astha,Thailand,tha,74026358.654,afago,ago,Angola
2010,eu,Europe,eudeu,Germany,deu,258468667.4,afago,ago,Angola
2010,eu,Europe,euesp,Spain,esp,527563359.74999994,afago,ago,Angola
2010,eu,Europe,eufra,France,fra,1891703692.8999999,afago,ago,Angola
2010,eu,Europe,eugbr,United Kingdom,gbr,51448605.222,afago,ago,Angola
2010,eu,Europe,euita,Italy,ita,301835717.03,afago,ago,Angola
2010,eu,Europe,eunld,Netherlands,nld,512242868.63000005,afago,ago,Angola
2010,eu,Europe,euprt,Portugal,prt,667699589.5,afago,ago,Angola
2010,na,North America,nacan,Canada,can,1403625033.7,afago,ago,Angola
2010,na,North America,nausa,United States,usa,10542543145,afago,ago,Angola
2010,sa,South America,saarg,Argentina,arg,2078.6544562999998,afago,ago,Angola
2010,sa,South America,sabra,Brazil,bra,333925347.61,afago,ago,Angola
2010,sa,South America,saper,Peru,per,203401532.37,afago,ago,Angola
2010,af,Africa,afzaf,South Africa,zaf,45647044,afben,ben,Benin
2010,af,Africa,afzaf,South Africa,zaf,54219045.838,afciv,civ,Cote d'Ivoire
2010,eu,Europe,eudeu,Germany,deu,271042876.82,afciv,civ,Cote d'Ivoire
2010,eu,Europe,eufra,France,fra,34377601,afciv,civ,Cote d'Ivoire
2010,eu,Europe,eugbr,United Kingdom,gbr,121607590.5,afciv,civ,Cote d'Ivoire
2010,eu,Europe,euita,Italy,ita,78106890.17300001,afciv,civ,Cote d'Ivoire
2010,eu,Europe,eunld,Netherlands,nld,114837343.2,afciv,civ,Cote d'Ivoire
2010,na,North America,nacan,Canada,can,194349729.29000002,afciv,civ,Cote d'Ivoire
2010,na,North America,nausa,United States,usa,235291952.19,afciv,civ,Cote d'Ivoire
2010,as,Asia,aschn,China,chn,179242413.05,afcmr,cmr,Cameroon
2010,as,Asia,asind,India,ind,160162482.3,afcmr,cmr,Cameroon
2010,eu,Europe,eudeu,Germany,deu,1805259.6707000001,afcmr,cmr,Cameroon
2010,eu,Europe,euesp,Spain,esp,592638412.87,afcmr,cmr,Cameroon
2010,eu,Europe,eufra,France,fra,28847888.998000003,afcmr,cmr,Cameroon
2010,eu,Europe,eugbr,United Kingdom,gbr,46746333.257,afcmr,cmr,Cameroon
2010,eu,Europe,euita,Italy,ita,249207579.92,afcmr,cmr,Cameroon
2010,eu,Europe,eunld,Netherlands,nld,51163554.562,afcmr,cmr,Cameroon
2010,eu,Europe,euprt,Portugal,prt,58181237.79,afcmr,cmr,Cameroon
2010,na,North America,nausa,United States,usa,95790702.237,afcmr,cmr,Cameroon
2010,sa,South America,sabra,Brazil,bra,55255491.899000004,afcmr,cmr,Cameroon
2010,sa,South America,saury,Uruguay,ury,74378811.785,afcmr,cmr,Cameroon
2010,eu,Europe,euita,Italy,ita,69728839.28,afcod,cod,Democratic Republic of the Congo
2010,na,North America,nausa,United States,usa,419238742.76,afcod,cod,Democratic Republic of the Congo
2010,af,Africa,afago,Angola,ago,3530,afcog,cog,Republic of the Congo
2010,af,Africa,afciv,Cote d'Ivoire,civ,39812500,afcog,cog,Republic of the Congo
2010,af,Africa,afgab,Gabon,gab,161427.00000000003,afcog,cog,Republic of the Congo
2010,af,Africa,afstp,Sao Tome and Principe,stp,17790602,afcog,cog,Republic of the Congo
2010,as,Asia,aschn,China,chn,2465168194.5,afcog,cog,Republic of the Congo
2010,as,Asia,asind,India,ind,491101402.41,afcog,cog,Republic of the Congo
2010,as,Asia,askor,South Korea,kor,65440148.155999996,afcog,cog,Republic of the Congo
2010,as,Asia,asmys,Malaysia,mys,88708253.60700001,afcog,cog,Republic of the Congo
2010,as,Asia,assgp,Singapore,sgp,42187512,afcog,cog,Republic of the Congo
2010,as,Asia,asxxb,Chinese Taipei,,513562070,afcog,cog,Republic of the Congo
2010,eu,Europe,eudeu,Germany,deu,14301321.158,afcog,cog,Republic of the Congo
2010,eu,Europe,euesp,Spain,esp,373618643.23,afcog,cog,Republic of the Congo
2010,eu,Europe,eufra,France,fra,689225083.38,afcog,cog,Republic of the Congo
2010,eu,Europe,eugbr,United Kingdom,gbr,39187225.549,afcog,cog,Republic of the Congo
2010,eu,Europe,euisl,Iceland,isl,69308631,afcog,cog,Republic of the Congo
2010,eu,Europe,euita,Italy,ita,49279435.021,afcog,cog,Republic of the Congo
2010,eu,Europe,eumlt,Malta,mlt,18014901,afcog,cog,Republic of the Congo
2010,eu,Europe,eunld,Netherlands,nld,177703637.65999997,afcog,cog,Republic of the Congo
2010,eu,Europe,euprt,Portugal,prt,136162460,afcog,cog,Republic of the Congo
2010,na,North America,nacan,Canada,can,41532135.602,afcog,cog,Republic of the Congo
2010,na,North America,nacri,Costa Rica,cri,8684543,afcog,cog,Republic of the Congo
2010,na,North America,natto,Trinidad and Tobago,tto,134174015.63000001,afcog,cog,Republic of the Congo
2010,na,North America,nausa,United States,usa,2842592705,afcog,cog,Republic of the Congo
2010,oc,Oceania,ocaus,Australia,aus,155618556.92999998,afcog,cog,Republic of the Congo
2010,sa,South America,sabra,Brazil,bra,151669635,afcog,cog,Republic of the Congo
2010,sa,South America,saury,Uruguay,ury,19063035,afcog,cog,Republic of the Congo
2010,as,Asia,asare,United Arab Emirates,are,36251436,afdza,dza,Algeria
2010,as,Asia,aschn,China,chn,1117005769.8,afdza,dza,Algeria
2010,as,Asia,asidn,Indonesia,idn,134251938.42,afdza,dza,Algeria
2010,as,Asia,asind,India,ind,1493289150.6000001,afdza,dza,Algeria
2010,as,Asia,asjpn,Japan,jpn,288463085.26,afdza,dza,Algeria
2010,as,Asia,askor,South Korea,kor,604083219.41,afdza,dza,Algeria
2010,as,Asia,assgp,Singapore,sgp,42473735,afdza,dza,Algeria
2010,as,Asia,astha,Thailand,tha,327919785.33000004,afdza,dza,Algeria
2010,eu,Europe,euaut,Austria,aut,40686321.558,afdza,dza,Algeria
2010,eu,Europe,eublx,Belgium-Luxembourg,blx,1471129216.6,afdza,dza,Algeria
2010,eu,Europe,euche,Switzerland,che,178235292.4,afdza,dza,Algeria
2010,eu,Europe,eucze,Czechia,cze,27823528.012,afdza,dza,Algeria
2010,eu,Europe,eudeu,Germany,deu,403227275.37,afdza,dza,Algeria
2010,eu,Europe,eudnk,Denmark,dnk,49012936.82300001,afdza,dza,Algeria
2010,eu,Europe,euesp,Spain,esp,977459808.38,afdza,dza,Algeria
