Year,Continent ID,Continent,Country ID,Country,ISO 3,Trade Value,id,id_3char,name
2016,af,Africa,afzaf,South Africa,zaf,1262291697.9999998,afago,ago,Angola
2016,as,Asia,aschn,China,chn,12259424029.000002,afago,ago,Angola
2016,as,Asia,asidn,Indonesia,idn,206444478.24,afago,ago,Angola
2016,as,Asia,asind,India,ind,1503533571.1999998,afago,ago,Angola
2016,as,Asia,askor,South Korea,kor,104947631.17999999,afago,ago,Angola
2016,as,Asia,astha,Thailand,tha,142005702.1,afago,ago,Angola
2016,as,Asia,asxxb,Chinese Taipei,,1152465213.4,afago,ago,Angola
2016,eu,Europe,euaut,Austria,aut,27349585.913,afago,ago,Angola
2016,eu,Europe,eudeu,Germany,deu,108878824.95999998,afago,ago,Angola
2016,eu,Europe,eudnk,Denmark,dnk,34497384.27,afago,ago,Angola
2016,eu,Europe,euesp,Spain,esp,773216516.8100001,afago,ago,Angola
2016,eu,Europe,eufra,France,fra,916772214.4700001,afago,ago,Angola
2016,eu,Europe,eugbr,United Kingdom,gbr,322216919.91999996,afago,ago,Angola
2016,eu,Europe,euita,Italy,ita,370537525.95,afago,ago,Angola
2016,eu,Europe,eunld,Netherlands,nld,145099145.51999998,afago,ago,Angola
2016,eu,Europe,eunor,Norway,nor,21288443.367,afago,ago,Angola
2016,eu,Europe,euprt,Portugal,prt,765483454.38,afago,ago,Angola
2016,na,North America,nausa,United States,usa,2250277769.7999997,afago,ago,Angola
2016,sa,South America,saury,Uruguay,ury,201508259.49,afago,ago,Angola
2016,as,Asia,asind,India,ind,22435601.102,afciv,civ,Cote d'Ivoire
2016,eu,Europe,eudeu,Germany,deu,136188855.97,afciv,civ,Cote d'Ivoire
2016,eu,Europe,euesp,Spain,esp,76370983.455,afciv,civ,Cote d'Ivoire
2016,eu,Europe,eugbr,United Kingdom,gbr,22200235.584999997,afciv,civ,Cote d'Ivoire
2016,eu,Europe,euirl,Ireland,irl,52201047.942999996,afciv,civ,Cote d'Ivoire
2016,eu,Europe,euita,Italy,ita,27703929.088999998,afciv,civ,Cote d'Ivoire
2016,eu,Europe,euswe,Sweden,swe,39617898.688,afciv,civ,Cote d'Ivoire
2016,na,North America,nacan,Canada,can,160165082.03,afciv,civ,Cote d'Ivoire
2016,as,Asia,aschn,China,chn,117630773.41,afcmr,cmr,Cameroon
2016,as,Asia,asidn,Indonesia,idn,39495468.299,afcmr,cmr,Cameroon
2016,as,Asia,asind,India,ind,344014332.45,afcmr,cmr,Cameroon
2016,eu,Europe,eudeu,Germany,deu,4050782.4115000004,afcmr,cmr,Cameroon
2016,eu,Europe,euesp,Spain,esp,178603401.37,afcmr,cmr,Cameroon
2016,eu,Europe,eufra,France,fra,24673808.752,afcmr,cmr,Cameroon
2016,eu,Europe,eugbr,United Kingdom,gbr,17912237.507,afcmr,cmr,Cameroon
2016,eu,Europe,euita,Italy,ita,224553564.20999998,afcmr,cmr,Cameroon
2016,eu,Europe,eunld,Netherlands,nld,42740622.787,afcmr,cmr,Cameroon
2016,eu,Europe,euprt,Portugal,prt,65908377.666,afcmr,cmr,Cameroon
2016,as,Asia,aschn,China,chn,94150193.67,afcod,cod,Democratic Republic of the Congo
2016,as,Asia,asidn,Indonesia,idn,22202370.605,afcod,cod,Democratic Republic of the Congo
2016,as,Asia,askor,South Korea,kor,27367451.733,afcod,cod,Democratic Republic of the Congo
2016,eu,Europe,euesp,Spain,esp,66538018.624000005,afcod,cod,Democratic Republic of the Congo
2016,na,North America,nausa,United States,usa,25780784.472,afcod,cod,Democratic Republic of the Congo
2016,as,Asia,aschn,China,chn,1897745395.1999998,afcog,cog,Republic of the Congo
2016,as,Asia,asidn,Indonesia,idn,134512701.15,afcog,cog,Republic of the Congo
2016,as,Asia,asind,India,ind,19475020.946000002,afcog,cog,Republic of the Congo
2016,as,Asia,askor,South Korea,kor,26645648.21,afcog,cog,Republic of the Congo
2016,as,Asia,asxxb,Chinese Taipei,,35357543.315,afcog,cog,Republic of the Congo
2016,eu,Europe,euesp,Spain,esp,34957437.815,afcog,cog,Republic of the Congo
2016,eu,Europe,euita,Italy,ita,273143518.21999997,afcog,cog,Republic of the Congo
2016,na,North America,nacan,Canada,can,34272880.608,afcog,cog,Republic of the Congo
2016,na,North America,nausa,United States,usa,54607485.506,afcog,cog,Republic of the Congo
2016,oc,Oceania,ocaus,Australia,aus,176560184.25,afcog,cog,Republic of the Congo
2016,as,Asia,asidn,Indonesia,idn,330450455.13,afdza,dza,Algeria
2016,as,Asia,asind,India,ind,388490197.60999995,afdza,dza,Algeria
2016,as,Asia,asjpn,Japan,jpn,43768985.139,afdza,dza,Algeria
2016,as,Asia,askor,South Korea,kor,35206064,afdza,dza,Algeria
2016,as,Asia,asmys,Malaysia,mys,101097730,afdza,dza,Algeria
2016,as,Asia,assgp,Singapore,sgp,315178875.71,afdza,dza,Algeria
2016,as,Asia,astha,Thailand,tha,146872961.39000002,afdza,dza,Algeria
2016,as,Asia,astur,Turkey,tur,29084575,afdza,dza,Algeria
2016,as,Asia,asxxb,Chinese Taipei,,42501194.186,afdza,dza,Algeria
2016,eu,Europe,euaut,Austria,aut,168263514.12,afdza,dza,Algeria
2016,eu,Europe,eublx,Belgium-Luxembourg,blx,662146251.87,afdza,dza,Algeria
2016,eu,Europe,eudeu,Germany,deu,543271876.37,afdza,dza,Algeria
2016,eu,Europe,eudnk,Denmark,dnk,30915193.610000003,afdza,dza,Algeria
2016,eu,Europe,euesp,Spain,esp,645831272.54,afdza,dza,Algeria
2016,eu,Europe,eufra,France,fra,1387403396.1,afdza,dza,Algeria
2016,eu,Europe,eugbr,United Kingdom,gbr,700975957.8299999,afdza,dza,Algeria
2016,eu,Europe,euirl,Ireland,irl,22437275.968000002,afdza,dza,Algeria
2016,eu,Europe,euita,Italy,ita,383529151.85999995,afdza,dza,Algeria
