Year,Continent ID,Continent,Country ID,Country,ISO 3,Trade Value,id,id_3char,name
2014,af,Africa,afzaf,South Africa,zaf,1995299531.2,afago,ago,Angola
2014,as,Asia,aschn,China,chn,27527766911.999996,afago,ago,Angola
2014,as,Asia,asidn,Indonesia,idn,205057276.34,afago,ago,Angola
2014,as,Asia,asind,India,ind,4686470584.599999,afago,ago,Angola
2014,as,Asia,asjpn,Japan,jpn,317637905.01,afago,ago,Angola
2014,as,Asia,asmys,Malaysia,mys,88085933,afago,ago,Angola
2014,as,Asia,assgp,Singapore,sgp,95035509.11400001,afago,ago,Angola
2014,as,Asia,astha,Thailand,tha,513977580.15,afago,ago,Angola
2014,as,Asia,asxxb,Chinese Taipei,,2510928271.1,afago,ago,Angola
2014,eu,Europe,eudeu,Germany,deu,121302790.25,afago,ago,Angola
2014,eu,Europe,euesp,Spain,esp,3577362362.7999997,afago,ago,Angola
2014,eu,Europe,eufra,France,fra,1880109664.3999999,afago,ago,Angola
2014,eu,Europe,eugbr,United Kingdom,gbr,519787710.96999997,afago,ago,Angola
2014,eu,Europe,euita,Italy,ita,1218926141.4,afago,ago,Angola
2014,eu,Europe,eunld,Netherlands,nld,1574062191.5,afago,ago,Angola
2014,eu,Europe,eunor,Norway,nor,57055635.946,afago,ago,Angola
2014,eu,Europe,euprt,Portugal,prt,1927527656.4,afago,ago,Angola
2014,eu,Europe,eusrb,Serbia,srb,1664.1620093000001,afago,ago,Angola
2014,eu,Europe,euswe,Sweden,swe,53409283.102,afago,ago,Angola
2014,na,North America,nabhs,Bahamas,bhs,52974059,afago,ago,Angola
2014,na,North America,nacan,Canada,can,1336312951.2,afago,ago,Angola
2014,na,North America,napan,Panama,pan,709381780,afago,ago,Angola
2014,na,North America,nausa,United States,usa,3978603790.9,afago,ago,Angola
2014,sa,South America,sabra,Brazil,bra,1037188871.5,afago,ago,Angola
2014,sa,South America,sachl,Chile,chl,385871633.47,afago,ago,Angola
2014,sa,South America,saury,Uruguay,ury,217485863,afago,ago,Angola
2014,eu,Europe,eufra,France,fra,11060,afben,ben,Benin
2014,eu,Europe,eudeu,Germany,deu,232671059.9,afciv,civ,Cote d'Ivoire
