Year,Continent ID,Continent,Country ID,Country,ISO 3,Trade Value,id,id_3char,name
2009,af,Africa,afzaf,South Africa,zaf,1351467349.0000002,afago,ago,Angola
2009,as,Asia,aschn,China,chn,12904037624.000002,afago,ago,Angola
2009,as,Asia,asind,India,ind,3018626968.6,afago,ago,Angola
2009,as,Asia,asjpn,Japan,jpn,20786169.816999998,afago,ago,Angola
2009,eu,Europe,eudeu,Germany,deu,297200905.76,afago,ago,Angola
2009,eu,Europe,euesp,Spain,esp,664108620.3399999,afago,ago,Angola
2009,eu,Europe,eufra,France,fra,2919962723.2,afago,ago,Angola
2009,eu,Europe,eugbr,United Kingdom,gbr,368971095.19,afago,ago,Angola
2009,eu,Europe,euita,Italy,ita,18292819.127000004,afago,ago,Angola
2009,eu,Europe,eunld,Netherlands,nld,576217543.05,afago,ago,Angola
2009,eu,Europe,eunor,Norway,nor,56006686.39700001,afago,ago,Angola
2009,eu,Europe,euprt,Portugal,prt,175627024.71,afago,ago,Angola
2009,eu,Europe,euswe,Sweden,swe,470265684.46000004,afago,ago,Angola
2009,na,North America,nacan,Canada,can,1067263049.0999999,afago,ago,Angola
2009,na,North America,natto,Trinidad and Tobago,tto,34287085.438999996,afago,ago,Angola
2009,na,North America,nausa,United States,usa,8276214930.599999,afago,ago,Angola
2009,sa,South America,sabra,Brazil,bra,68239493.14999999,afago,ago,Angola
2009,sa,South America,sachl,Chile,chl,37720766.646,afago,ago,Angola
2009,sa,South America,saper,Peru,per,195572975.27999997,afago,ago,Angola
2009,sa,South America,saury,Uruguay,ury,73286773.03,afago,ago,Angola
2009,af,Africa,afgha,Ghana,gha,19660610,afciv,civ,Cote d'Ivoire
2009,as,Asia,asind,India,ind,97872006.962,afciv,civ,Cote d'Ivoire
2009,eu,Europe,euche,Switzerland,che,4720153,afciv,civ,Cote d'Ivoire
2009,eu,Europe,eudeu,Germany,deu,543477748.13,afciv,civ,Cote d'Ivoire
2009,eu,Europe,euesp,Spain,esp,14206689.895,afciv,civ,Cote d'Ivoire
2009,eu,Europe,eufra,France,fra,202489259,afciv,civ,Cote d'Ivoire
2009,eu,Europe,eugbr,United Kingdom,gbr,62467583.26,afciv,civ,Cote d'Ivoire
2009,eu,Europe,eunld,Netherlands,nld,165100167.5,afciv,civ,Cote d'Ivoire
2009,na,North America,nacan,Canada,can,55333464.191,afciv,civ,Cote d'Ivoire
2009,na,North America,nausa,United States,usa,31907265.199,afciv,civ,Cote d'Ivoire
2009,af,Africa,afciv,Cote d'Ivoire,civ,25225227.337,afcmr,cmr,Cameroon
2009,as,Asia,aschn,China,chn,221647668.41,afcmr,cmr,Cameroon
2009,as,Asia,asind,India,ind,40114913.735,afcmr,cmr,Cameroon
2009,eu,Europe,euesp,Spain,esp,403052908.94,afcmr,cmr,Cameroon
2009,eu,Europe,eufra,France,fra,2502,afcmr,cmr,Cameroon
2009,eu,Europe,eugbr,United Kingdom,gbr,23925999.073,afcmr,cmr,Cameroon
2009,eu,Europe,euita,Italy,ita,330250105.75,afcmr,cmr,Cameroon
2009,eu,Europe,eunld,Netherlands,nld,7138627.7215,afcmr,cmr,Cameroon
2009,eu,Europe,euprt,Portugal,prt,84374119.586,afcmr,cmr,Cameroon
2009,na,North America,nausa,United States,usa,70599999.155,afcmr,cmr,Cameroon
2009,as,Asia,asind,India,ind,114861679.53,afcod,cod,Democratic Republic of the Congo
2009,na,North America,nausa,United States,usa,286011973.81999993,afcod,cod,Democratic Republic of the Congo
2009,af,Africa,afago,Angola,ago,3720,afcog,cog,Republic of the Congo
2009,af,Africa,afciv,Cote d'Ivoire,civ,49309812.00000001,afcog,cog,Republic of the Congo
2009,af,Africa,afgab,Gabon,gab,199935.99999999997,afcog,cog,Republic of the Congo
2009,af,Africa,afstp,Sao Tome and Principe,stp,22034568,afcog,cog,Republic of the Congo
