Year,Continent ID,Continent,Country ID,Country,ISO 3,Trade Value,id,id_3char,name
2001,as,Asia,aschn,China,chn,629791710.4,afago,ago,Angola
2001,as,Asia,asjpn,Japan,jpn,17424314.217,afago,ago,Angola
2001,as,Asia,askor,South Korea,kor,191494996.44000003,afago,ago,Angola
2001,as,Asia,astha,Thailand,tha,34656793.487,afago,ago,Angola
2001,eu,Europe,eudeu,Germany,deu,47009224.592,afago,ago,Angola
2001,eu,Europe,euesp,Spain,esp,100862752.96,afago,ago,Angola
2001,eu,Europe,eufra,France,fra,579479036.29,afago,ago,Angola
2001,eu,Europe,eugbr,United Kingdom,gbr,82777491.799,afago,ago,Angola
2001,eu,Europe,euita,Italy,ita,41927229.336,afago,ago,Angola
2001,eu,Europe,eunld,Netherlands,nld,87355231.902,afago,ago,Angola
2001,eu,Europe,euprt,Portugal,prt,98674429.30800001,afago,ago,Angola
2001,na,North America,nacan,Canada,can,22468935.441,afago,ago,Angola
2001,na,North America,nausa,United States,usa,2757460684.6,afago,ago,Angola
2001,sa,South America,sabra,Brazil,bra,133556383.71,afago,ago,Angola
2001,af,Africa,afgha,Ghana,gha,5594645,afciv,civ,Cote d'Ivoire
2001,eu,Europe,eugbr,United Kingdom,gbr,14044,afciv,civ,Cote d'Ivoire
2001,na,North America,nausa,United States,usa,51657825.05899999,afciv,civ,Cote d'Ivoire
2001,af,Africa,afner,Niger,ner,11135411,afcmr,cmr,Cameroon
2001,as,Asia,aschn,China,chn,111891697.85999998,afcmr,cmr,Cameroon
2001,as,Asia,asxxb,Chinese Taipei,,140251654,afcmr,cmr,Cameroon
2001,eu,Europe,euesp,Spain,esp,192009034.46,afcmr,cmr,Cameroon
2001,eu,Europe,eufra,France,fra,16529704.859000001,afcmr,cmr,Cameroon
2001,eu,Europe,euita,Italy,ita,317314965.75,afcmr,cmr,Cameroon
2001,na,North America,nacan,Canada,can,7018677.0785,afcmr,cmr,Cameroon
2001,na,North America,nausa,United States,usa,37928270.622,afcmr,cmr,Cameroon
2001,na,North America,nausa,United States,usa,110555463.47999999,afcod,cod,Democratic Republic of the Congo
2001,af,Africa,afciv,Cote d'Ivoire,civ,11859826.699,afcog,cog,Republic of the Congo
2001,as,Asia,aschn,China,chn,103581493.85,afcog,cog,Republic of the Congo
2001,as,Asia,askor,South Korea,kor,337816071.91999996,afcog,cog,Republic of the Congo
2001,as,Asia,assgp,Singapore,sgp,17182633.957,afcog,cog,Republic of the Congo
2001,eu,Europe,eudeu,Germany,deu,123971623.04,afcog,cog,Republic of the Congo
2001,eu,Europe,eufra,France,fra,40636341.121,afcog,cog,Republic of the Congo
2001,eu,Europe,euita,Italy,ita,28472549.391000003,afcog,cog,Republic of the Congo
2001,na,North America,nausa,United States,usa,352944089.78000003,afcog,cog,Republic of the Congo
2001,sa,South America,sabra,Brazil,bra,59784577.62100001,afcog,cog,Republic of the Congo
2001,as,Asia,asidn,Indonesia,idn,293190036.59999996,afdza,dza,Algeria
