Year,Continent ID,Continent,Country ID,Country,ISO 3,Trade Value,id,id_3char,name
2007,af,Africa,afcog,Republic of the Congo,cog,2357.8183355,afago,ago,Angola
2007,af,Africa,afzaf,South Africa,zaf,1626436334,afago,ago,Angola
2007,as,Asia,aschn,China,chn,11492188515.999998,afago,ago,Angola
2007,as,Asia,asind,India,ind,823884980.78,afago,ago,Angola
2007,as,Asia,asjpn,Japan,jpn,166022362.93,afago,ago,Angola
2007,as,Asia,askor,South Korea,kor,303956929.52,afago,ago,Angola
2007,as,Asia,assgp,Singapore,sgp,4298985.663000001,afago,ago,Angola
2007,as,Asia,astha,Thailand,tha,74370593.40499999,afago,ago,Angola
2007,eu,Europe,euche,Switzerland,che,184821330.74,afago,ago,Angola
2007,eu,Europe,eudeu,Germany,deu,169278643.77999997,afago,ago,Angola
2007,eu,Europe,euesp,Spain,esp,571422249.4100001,afago,ago,Angola
2007,eu,Europe,eufra,France,fra,2113887621.3000002,afago,ago,Angola
2007,eu,Europe,eugbr,United Kingdom,gbr,194482466.53,afago,ago,Angola
2007,eu,Europe,euita,Italy,ita,136074666.8,afago,ago,Angola
2007,eu,Europe,euprt,Portugal,prt,455325407.06999993,afago,ago,Angola
2007,na,North America,nacan,Canada,can,997834172.86,afago,ago,Angola
2007,na,North America,nausa,United States,usa,11173431755,afago,ago,Angola
2007,sa,South America,sabra,Brazil,bra,758496091.15,afago,ago,Angola
2007,sa,South America,sachl,Chile,chl,839951207.12,afago,ago,Angola
2007,sa,South America,saper,Peru,per,468330316.93,afago,ago,Angola
2007,as,Asia,astha,Thailand,tha,19690,afbdi,bdi,Burundi
2007,af,Africa,afgha,Ghana,gha,64136378.137,afciv,civ,Cote d'Ivoire
2007,af,Africa,afnga,Nigeria,nga,1191475.8373,afciv,civ,Cote d'Ivoire
2007,as,Asia,asind,India,ind,64783835.99999999,afciv,civ,Cote d'Ivoire
2007,eu,Europe,eudeu,Germany,deu,460011815.7,afciv,civ,Cote d'Ivoire
2007,eu,Europe,euesp,Spain,esp,74345474.708,afciv,civ,Cote d'Ivoire
2007,eu,Europe,eufra,France,fra,163383697.91,afciv,civ,Cote d'Ivoire
2007,eu,Europe,eugbr,United Kingdom,gbr,44552475.083,afciv,civ,Cote d'Ivoire
2007,na,North America,nacan,Canada,can,145153742.9,afciv,civ,Cote d'Ivoire
2007,na,North America,nausa,United States,usa,92268571.453,afciv,civ,Cote d'Ivoire
2007,as,Asia,asind,India,ind,105552075,afcmr,cmr,Cameroon
2007,as,Asia,asirn,Iran,irn,56542160,afcmr,cmr,Cameroon
